Time[s], vd1.8V
38.77227422, 0
38.77539569, 1
38.80854107, 0
38.80872367, 1
38.84186932, 0
38.84640667, 1
38.87955312, 0
38.88000193, 1
38.91314876, 0
38.91510514, 1
38.94825200, 0
38.95295375, 1
38.98609886, 0
38.98636709, 1
39.01951326, 0
39.02090579, 1
39.05405193, 0
39.05764756, 1
39.09079368, 0
39.09099849, 1
39.12414405, 0
39.12587456, 1
39.15902003, 0
39.15920135, 1
39.19234768, 0
39.19831678, 1
39.23146314, 0
39.23196054, 1
39.26510661, 0
39.26560324, 1
39.29875041, 0
39.30047048, 1
39.33361662, 0
39.33558190, 1
39.36872940, 0
39.36893093, 1
39.40207626, 0
39.40254785, 1
39.43569345, 0
39.43588775, 1
39.46903357, 0
39.47141250, 1
39.50454144, 0
39.50514819, 1
39.53827661, 0
39.54016296, 1
39.57329106, 0
39.57347674, 1
39.60660418, 0
39.60681819, 1
39.63993197, 0
39.64011998, 1
39.67323351, 0
39.67341414, 1
39.70652803, 0
39.71219409, 1
39.74530875, 0
39.74549109, 1
39.77861441, 0
39.77919324, 1
39.81231669, 0
39.81269519, 1
39.84581757, 0
39.84872404, 1
39.88184727, 0
39.88207727, 1
39.91520238, 0
39.91575258, 1
39.94887453, 0
39.94908521, 1
39.98221378, 0
39.98624809, 1
40.01937776, 0
40.01965362, 1
40.05278201, 0
40.05332628, 1
40.08645547, 0
40.08664400, 1
40.11977237, 0
40.11996374, 1
40.15307677, 0
40.15330292, 1
40.18641640, 0
40.18662760, 1
40.21974118, 0
40.21992627, 1
40.25303981, 0
40.25373993, 1
40.28685401, 0
40.28705147, 1
40.32016538, 0
40.32097769, 1
40.35410634, 0
40.35460508, 1
40.38772705, 0
40.38796717, 1
40.42108922, 0
40.42317449, 1
40.45629996, 0
40.45667176, 1
40.48981213, 0
40.49003330, 1
40.52317378, 0
40.52343479, 1
40.55656760, 0
40.55689099, 1
40.59002453, 0
40.59023270, 1
40.62338090, 0
40.62361396, 1
40.65676532, 0
40.65719828, 1
40.69034433, 0
40.69591628, 1
40.72906564, 0
40.72982994, 1
40.76298032, 0
40.76688536, 1
40.80004528, 0
40.80022059, 1
40.83329904, 0
40.83349598, 1
42.00652325, 0
42.00672466, 1
42.03980655, 0
42.03997834, 1
42.07313867, 0
42.07334521, 1
42.10649825, 0
42.10667414, 1
42.13982128, 0
42.13999619, 1
42.17314144, 0
42.17726274, 1
42.21041059, 0
42.21063164, 1
42.24377806, 0
42.24435209, 1
42.27748597, 0
42.27959191, 1
42.31272385, 0
42.31447114, 1
42.34761037, 0
42.34780576, 1
42.38094547, 0
42.38114952, 1
42.41427749, 0
42.41621290, 1
42.44932848, 0
42.44957563, 1
42.48270047, 0
42.48296435, 1
42.51609440, 0
42.51643560, 1
42.54955193, 0
42.54982121, 1
42.58293567, 0
42.58436353, 1
42.61747908, 0
42.61769244, 1
42.65080724, 0
42.65107344, 1
42.68418807, 0
42.68442296, 1
42.71753803, 0
42.71781700, 1
42.75093341, 0
42.75116137, 1
42.78429151, 0
42.78449396, 1
42.81762318, 0
42.81784702, 1
42.85097812, 0
42.85122064, 1
42.88435011, 0
42.88547378, 1
42.91860356, 0
42.91886550, 1
42.95198895, 0
42.95251960, 1
42.98564197, 0
42.98583647, 1
43.01895890, 0
43.01921712, 1
43.05234003, 0
43.05403669, 1
43.08715962, 0
43.08804392, 1
43.12116637, 0
43.12138560, 1
43.15449916, 0
43.15470111, 1
43.18781594, 0
43.18800484, 1
43.22111925, 0
43.22601937, 1
43.25914920, 0
43.26296831, 1
43.29609586, 0
43.29776382, 1
43.33089264, 0
43.33111135, 1
43.36423961, 0
43.36513560, 1
43.39828097, 0
43.39999630, 1
43.43314210, 0
43.43336459, 1
43.46651073, 0
43.46668814, 1
43.49983304, 0
43.50252324, 1
43.53566921, 0
43.53764835, 1
43.57079395, 0
43.57100415, 1
43.60415003, 0
43.60439150, 1
43.63753787, 0
43.63775316, 1
43.67089873, 0
43.67142919, 1
43.70457476, 0
43.70477609, 1
43.73792208, 0
43.73816821, 1
43.77131382, 0
43.77623743, 1
43.80938551, 0
43.80967994, 1
43.84282609, 0
43.84309190, 1
43.87623744, 0
43.87645072, 1
43.90959681, 0
43.90980004, 1
43.94294671, 0
43.94534209, 1
43.97849268, 0
43.97873886, 1
44.01188501, 0
44.01215554, 1
44.04530239, 0
44.04677495, 1
44.07992065, 0
44.08010044, 1
44.11324760, 0
44.11467634, 1
44.14782238, 0
44.14985380, 1
44.18299905, 0
44.18319499, 1
44.21634691, 0
44.22024213, 1
44.25339397, 0
44.25357035, 1
44.28672091, 0
44.28692453, 1
44.32007612, 0
44.32025117, 1
45.50265481, 0
45.50287839, 1
45.53654713, 0
45.53675596, 1
45.56990668, 0
45.57359146, 1
45.60674236, 0
45.60940095, 1
45.64255247, 0
45.64402039, 1
45.67717193, 0
45.67932485, 1
45.71247670, 0
45.71343291, 1
45.74657999, 0
45.74830223, 1
45.78144860, 0
45.78163217, 1
45.81477875, 0
45.81495844, 1
45.84810484, 0
45.85005053, 1
45.88319713, 0
45.88408460, 1
45.91723009, 0
45.91927204, 1
45.95241807, 0
45.95263627, 1
45.98578331, 0
45.98595705, 1
46.01910328, 0
46.02399512, 1
46.05714085, 0
46.05743054, 1
46.09057690, 0
46.09339013, 1
46.12653723, 0
46.12673864, 1
46.15988441, 0
46.16006710, 1
46.19321295, 0
46.19488007, 1
46.22802530, 0
46.22820694, 1
46.26135263, 0
46.26309371, 1
46.29623980, 0
46.29793812, 1
46.33108384, 0
46.33246607, 1
46.36561283, 0
46.36636137, 1
46.39950686, 0
46.39972700, 1
46.43287227, 0
46.43306417, 1
46.46621169, 0
46.46795401, 1
46.50110095, 0
46.50130532, 1
46.53443422, 0
46.53509972, 1
46.56823024, 0
46.56844387, 1
46.60157482, 0
46.60178089, 1
46.63491058, 0
46.63518418, 1
46.66829961, 0
46.66850148, 1
46.70161664, 0
46.70186435, 1
46.73497903, 0
46.73518498, 1
46.76830092, 0
46.77267284, 1
46.80579584, 0
46.80604098, 1
46.83916410, 0
46.84171915, 1
46.87484316, 0
46.87506774, 1
46.90819098, 0
46.90890423, 1
46.94202716, 0
46.94388679, 1
46.97700974, 0
46.97719674, 1
47.01032500, 0
47.01052896, 1
47.04365647, 0
47.04589504, 1
47.07902395, 0
47.07921484, 1
47.11234233, 0
47.11252451, 1
47.14565202, 0
47.14587839, 1
47.17899172, 0
47.17917694, 1
47.21229035, 0
47.21386310, 1
47.24697687, 0
47.24972602, 1
47.28283932, 0
47.28304998, 1
47.31616365, 0
47.31840735, 1
47.35152131, 0
47.35171597, 1
47.38484422, 0
47.38916797, 1
47.42229068, 0
47.42357135, 1
47.45669449, 0
47.45689741, 1
47.49002321, 0
47.49042843, 1
47.52356695, 0
47.52523413, 1
47.55837281, 0
47.55974603, 1
47.59287761, 0
47.59310319, 1
47.62623396, 0
47.62645685, 1
47.65960259, 0
47.65982894, 1
47.69298048, 0
47.69318642, 1
47.72633280, 0
47.72661734, 1
47.75976626, 0
47.76329274, 1
47.79644360, 0
47.79667942, 1
47.82983953, 0
47.83007504, 1
47.86315350, 0
47.86336675, 1
48.99936951, 0
49.00347590, 1
49.03655845, 0
49.03678247, 1
49.06994272, 0
49.07016182, 1
49.10331585, 0
49.10387145, 1
49.13701789, 0
49.13852303, 1
49.17167249, 0
49.17407123, 1
49.20721642, 0
49.20742246, 1
49.24056880, 0
49.24258437, 1
49.27571573, 0
49.27610631, 1
49.30923763, 0
49.30947185, 1
49.34261051, 0
49.34281055, 1
49.37594970, 0
49.37614869, 1
49.40927742, 0
49.41103915, 1
49.44415230, 0
49.44436949, 1
49.47749148, 0
49.47893719, 1
49.51208908, 0
49.51257633, 1
49.54568945, 0
49.54587769, 1
49.57899090, 0
49.57917079, 1
49.61228485, 0
49.61258534, 1
49.64569999, 0
49.64679833, 1
49.67991316, 0
49.68110402, 1
49.71421847, 0
49.71441557, 1
49.74752947, 0
49.74771404, 1
49.78084384, 0
49.78104820, 1
49.81417756, 0
49.82037246, 1
49.85350069, 0
49.85543059, 1
49.88855938, 0
49.88891666, 1
49.92204391, 0
49.92259691, 1
49.95571950, 0
49.95593520, 1
49.98905793, 0
49.98924903, 1
50.02237382, 0
50.02367970, 1
50.05680261, 0
50.05765625, 1
50.09077880, 0
50.09253075, 1
50.12565410, 0
50.12590998, 1
50.15902344, 0
50.15922836, 1
50.19234220, 0
50.19377855, 1
50.22689231, 0
50.22707594, 1
50.26020390, 0
50.26040156, 1
50.29352956, 0
50.29377324, 1
50.32690147, 0
50.32709844, 1
50.36022606, 0
50.36154689, 1
50.39469355, 0
50.39487086, 1
50.42801688, 0
50.43567322, 1
50.46881916, 0
50.46916392, 1
50.50244640, 0
50.50274257, 1
50.53588862, 0
50.53783696, 1
50.57098341, 0
50.57134859, 1
50.60449373, 0
50.60597234, 1
50.63911813, 0
50.63972642, 1
50.67287351, 0
50.67369927, 1
50.70684537, 0
50.70704258, 1
50.74018775, 0
50.74040748, 1
50.77355297, 0
50.77469194, 1
50.80783824, 0
50.80802681, 1
50.84117231, 0
50.84135713, 1
50.87450312, 0
50.87640983, 1
50.90955787, 0
50.90977789, 1
50.94292306, 0
50.94311044, 1
50.97625762, 0
50.97649199, 1
51.00963837, 0
51.00981373, 1
51.04295921, 0
51.04660753, 1
51.07975211, 0
51.07994031, 1
51.11308624, 0
51.11329133, 1
51.14643711, 0
51.14802007, 1
51.18116595, 0
51.18522595, 1
51.21837821, 0
51.22306022, 1
51.25621144, 0
51.25644032, 1
51.28959090, 0
51.29138746, 1
51.32453810, 0
51.32473325, 1
52.47943294, 0
52.47964983, 1
52.51279517, 0
52.51302163, 1
52.55068239, 0
52.55091166, 1
52.58406370, 0
52.58668169, 1
52.61983276, 0
52.62184287, 1
52.65499442, 0
52.65520758, 1
52.68835979, 0
52.68913949, 1
52.72228668, 0
52.72281844, 1
52.75596396, 0
52.75617940, 1
52.78932633, 0
52.79128370, 1
52.82442918, 0
52.82472154, 1
52.85786675, 0
52.86108045, 1
52.89422585, 0
52.89555885, 1
52.92870558, 0
52.92890309, 1
52.96204967, 0
52.96289493, 1
52.99604128, 0
52.99622654, 1
53.02937181, 0
53.03357439, 1
53.06672031, 0
53.06726654, 1
53.10041424, 0
53.10061117, 1
53.13375901, 0
53.14075515, 1
53.17390182, 0
53.17411272, 1
53.20725861, 0
53.20746614, 1
53.24061255, 0
53.24082889, 1
53.27397453, 0
53.27416593, 1
53.30731366, 0
53.30969283, 1
53.34283884, 0
53.34302841, 1
53.37617527, 0
53.37834629, 1
53.41149096, 0
53.41166236, 1
53.44480804, 0
53.44499682, 1
53.47814183, 0
53.48299412, 1
53.51612221, 0
53.51644934, 1
53.54957852, 0
53.54994599, 1
53.58307532, 0
53.58381721, 1
53.61694516, 0
53.61787594, 1
53.65098896, 0
53.65117104, 1
53.68428449, 0
53.68451965, 1
53.71763422, 0
53.71784614, 1
53.75095993, 0
53.75362769, 1
53.78675091, 0
53.78697660, 1
53.82009974, 0
53.82030643, 1
53.85342923, 0
53.85364951, 1
53.88677236, 0
53.88694697, 1
53.92007083, 0
53.92283617, 1
53.95595916, 0
53.95618774, 1
53.98931514, 0
53.99353200, 1
54.02666050, 0
54.02691764, 1
54.06004543, 0
54.06192942, 1
54.09505777, 0
54.10014783, 1
54.13327490, 0
54.13351114, 1
54.16662605, 0
54.16729226, 1
54.20040588, 0
54.20065254, 1
54.23376678, 0
54.23588004, 1
54.26899469, 0
54.26935169, 1
54.30246484, 0
54.30266170, 1
54.33577612, 0
54.33755339, 1
54.37068098, 0
54.37089704, 1
54.40402030, 0
54.40424977, 1
54.43737170, 0
54.43848008, 1
54.47160428, 0
54.47181623, 1
54.50495688, 0
54.50560781, 1
54.53874672, 0
54.54054625, 1
54.57367862, 0
54.57389028, 1
54.60702145, 0
54.60721167, 1
54.64035886, 0
54.64055549, 1
54.67370790, 0
54.67465004, 1
54.70779612, 0
54.70799396, 1
54.74114238, 0
54.74131299, 1
54.77446166, 0
54.77611159, 1
54.80927151, 0
54.80945311, 1
54.84253080, 0
54.84381013, 1
55.99269116, 0
55.99291470, 1
56.02607778, 0
56.02626861, 1
56.05942852, 0
56.06374569, 1
56.09689916, 0
56.09711652, 1
56.13026175, 0
56.13322798, 1
56.16637316, 0
56.16708049, 1
56.20022983, 0
56.20046592, 1
56.23361139, 0
56.23381905, 1
56.26695118, 0
56.26717439, 1
56.30030605, 0
56.30048588, 1
56.33362522, 0
56.33381661, 1
56.36695509, 0
56.36716575, 1
56.40029314, 0
56.40125420, 1
56.43436815, 0
56.43610293, 1
56.46922594, 0
56.47040003, 1
56.50352822, 0
56.50374226, 1
56.53685599, 0
56.53945549, 1
56.57257047, 0
56.57276633, 1
56.60588095, 0
56.60690409, 1
56.64001745, 0
56.64163135, 1
56.67474518, 0
56.67507104, 1
56.70818470, 0
56.70940124, 1
56.74251570, 0
56.74306054, 1
56.77618952, 0
56.77993904, 1
56.81306756, 0
56.81395774, 1
56.84708626, 0
56.84971499, 1
56.88284351, 0
56.88307954, 1
56.91620789, 0
56.91644194, 1
56.94956514, 0
56.94974573, 1
56.98286790, 0
56.98313419, 1
57.01625712, 0
57.01645417, 1
57.04957702, 0
57.05108719, 1
57.08420990, 0
57.08460971, 1
57.11773248, 0
57.11791589, 1
57.15102996, 0
57.15247269, 1
57.18558603, 0
57.18578029, 1
57.21889432, 0
57.22069693, 1
57.25382531, 0
57.25486852, 1
57.28799737, 0
57.28820529, 1
57.32133278, 0
57.32151922, 1
57.35464704, 0
57.35483420, 1
57.38797957, 0
57.38815746, 1
57.42130259, 0
57.42387743, 1
57.45702466, 0
57.45724586, 1
57.49039197, 0
57.49146644, 1
57.52461266, 0
57.52479579, 1
57.55794114, 0
57.55813354, 1
57.59127839, 0
57.59145914, 1
57.62460524, 0
57.62479354, 1
57.65793960, 0
57.65849639, 1
57.69164239, 0
57.69543309, 1
57.72857852, 0
57.72879403, 1
57.76194082, 0
57.76683745, 1
57.79998401, 0
57.80018294, 1
57.83332841, 0
57.83353071, 1
57.86667647, 0
57.86821932, 1
57.90136453, 0
57.90159388, 1
57.93473924, 0
57.93520107, 1
57.96834622, 0
57.97007354, 1
58.00321916, 0
58.00343479, 1
58.03658033, 0
58.03946181, 1
58.07260816, 0
58.07289252, 1
58.10603820, 0
58.10793605, 1
58.14108222, 0
58.14588765, 1
58.17903318, 0
58.17992383, 1
58.21307462, 0
58.21518912, 1
58.24834161, 0
58.24859424, 1
58.28174513, 0
58.28196089, 1
58.31511143, 0
58.31535759, 1
59.48939033, 0
59.48959013, 1
59.52273876, 0
59.52291576, 1
59.55781880, 0
59.56337694, 1
59.59652833, 0
59.59676049, 1
59.62991226, 0
59.63470176, 1
59.66785326, 0
59.66804577, 1
59.70119609, 0
59.70139331, 1
59.73453926, 0
59.73734457, 1
59.77049010, 0
59.77069785, 1
59.80384441, 0
59.80418485, 1
59.83733016, 0
59.83750805, 1
59.87065530, 0
59.87084455, 1
59.90399125, 0
59.90421571, 1
59.93736260, 0
59.93756307, 1
59.97070858, 0
59.97194680, 1
60.00509315, 0
60.01052234, 1
60.04366843, 0
60.04438906, 1
60.07753440, 0
60.08003206, 1
60.11317822, 0
60.11478950, 1
60.14793647, 0
60.14948303, 1
60.18262901, 0
60.18284684, 1
60.21599439, 0
60.21623830, 1
60.24938432, 0
60.24957092, 1
60.28271982, 0
60.28431008, 1
60.31745568, 0
60.31766890, 1
60.35081628, 0
60.35258896, 1
60.38573556, 0
60.38594665, 1
60.41909266, 0
60.42080334, 1
60.45395020, 0
60.45449327, 1
60.48764026, 0
60.48783991, 1
60.48840276, 0
60.48855349, 1
60.52178055, 0
60.52588905, 1
60.55901786, 0
60.55920949, 1
60.59233851, 0
60.59578131, 1
60.62889607, 0
60.62910475, 1
60.66221906, 0
60.66320093, 1
60.69631550, 0
60.69783890, 1
60.73095323, 0
60.73174248, 1
60.76486561, 0
60.76556717, 1
60.79869018, 0
60.79887506, 1
60.83199770, 0
60.83344719, 1
60.86657096, 0
60.86681963, 1
60.89994215, 0
60.90015786, 1
60.93328030, 0
60.93392357, 1
60.96705215, 0
60.96725349, 1
61.00038238, 0
61.00063569, 1
61.03376320, 0
61.03509567, 1
61.06822461, 0
61.06845399, 1
61.10158167, 0
61.10179121, 1
61.13490527, 0
61.13757798, 1
61.17069174, 0
61.17089934, 1
61.20401322, 0
61.20920412, 1
61.24231736, 0
61.24605968, 1
61.27917353, 0
61.27935543, 1
61.31246990, 0
61.31346426, 1
61.34659211, 0
61.34678103, 1
61.37990317, 0
61.38139854, 1
61.41452045, 0
61.41663692, 1
61.44976195, 0
61.44996413, 1
61.48310327, 0
61.48360917, 1
61.51674781, 0
61.51696784, 1
61.55010147, 0
61.55032570, 1
61.58345655, 0
61.58394383, 1
61.61708988, 0
61.61728349, 1
61.65043356, 0
61.65200798, 1
61.68515370, 0
61.68656208, 1
61.71971303, 0
61.71994754, 1
61.75309737, 0
61.75471161, 1
61.78787267, 0
61.78812294, 1
61.82120127, 0
61.82136948, 1
63.00273387, 0
63.00948312, 1
63.04256752, 0
63.04348004, 1
63.07664100, 0
63.07862730, 1
63.11178178, 0
63.11197794, 1
63.14512397, 0
63.14645984, 1
63.17960650, 0
63.18144465, 1
63.21459005, 0
63.21483765, 1
63.24798311, 0
63.25245189, 1
63.28558431, 0
63.28576982, 1
63.31890103, 0
63.31908729, 1
63.35222699, 0
63.35974584, 1
63.39288524, 0
63.39436940, 1
63.42749667, 0
63.42932509, 1
63.46243863, 0
63.46276086, 1
63.49588338, 0
63.49608473, 1
63.52921295, 0
63.53297959, 1
63.56609413, 0
63.56632819, 1
63.59944257, 0
63.60121373, 1
63.63432777, 0
63.63500819, 1
63.66812246, 0
63.66836838, 1
63.70148190, 0
63.70682384, 1
63.73993742, 0
63.74175206, 1
63.77486591, 0
63.77527964, 1
63.80840726, 0
63.80865678, 1
63.84178537, 0
63.84280042, 1
63.87592788, 0
63.87730912, 1
63.91043770, 0
63.91064416, 1
63.94377236, 0
63.94447116, 1
63.97759361, 0
63.97908525, 1
64.01220828, 0
64.01267805, 1
64.04580072, 0
64.04600840, 1
64.07913087, 0
64.08005612, 1
64.11317849, 0
64.11342060, 1
64.14654303, 0
64.14673953, 1
64.17985346, 0
64.18002769, 1
64.21314095, 0
64.21576259, 1
64.24887711, 0
64.24910936, 1
64.28223729, 0
64.28245129, 1
64.31557882, 0
64.31738261, 1
64.35051158, 0
64.35069476, 1
64.38382278, 0
64.38484301, 1
64.41798845, 0
64.41816066, 1
64.45130574, 0
64.45148394, 1
64.48462875, 0
64.48952535, 1
64.52267187, 0
64.52287113, 1
64.55602121, 0
64.55724914, 1
64.59039724, 0
64.59170667, 1
64.62485403, 0
64.62512572, 1
64.65827374, 0
64.65849441, 1
64.69164141, 0
64.69191885, 1
64.72506603, 0
64.72529169, 1
64.75843927, 0
64.75874830, 1
64.79189663, 0
64.79244666, 1
64.82559549, 0
64.82581059, 1
64.85895845, 0
64.85922324, 1
64.89236982, 0
64.89267220, 1
64.92581923, 0
64.92606496, 1
64.95921134, 0
64.95948794, 1
64.99263622, 0
64.99305190, 1
65.02619776, 0
65.02891105, 1
65.06205718, 0
65.06318016, 1
65.09632617, 0
65.09651883, 1
65.12966437, 0
65.13118784, 1
65.16433379, 0
65.16517144, 1
65.19831658, 0
65.19849379, 1
65.23164412, 0
65.23364739, 1
65.26679851, 0
65.26697906, 1
65.30013062, 0
65.30030814, 1
65.33346026, 0
65.33363383, 1
66.46612993, 0
66.46632634, 1
66.49959558, 0
66.50495750, 1
66.53810930, 0
66.53868330, 1
66.57183601, 0
66.57812296, 1
66.61127451, 0
66.61153237, 1
66.64468403, 0
66.64488546, 1
66.67803795, 0
66.68035489, 1
66.71350044, 0
66.71373234, 1
66.74687836, 0
66.74795837, 1
66.78110436, 0
66.78132414, 1
66.81447061, 0
66.81478179, 1
66.84792813, 0
66.84868581, 1
66.88183115, 0
66.88238592, 1
66.91553190, 0
66.92348858, 1
66.95663541, 0
66.95685343, 1
66.98999966, 0
66.99021311, 1
67.02335957, 0
67.02388074, 1
67.05702650, 0
67.05723373, 1
67.09038118, 0
67.09178054, 1
67.12492630, 0
67.12511329, 1
67.15825882, 0
67.15967035, 1
67.19281702, 0
67.19578140, 1
67.22892585, 0
67.22910220, 1
67.26224860, 0
67.26258007, 1
67.29572651, 0
67.29591964, 1
67.32906486, 0
67.32928649, 1
67.36243270, 0
67.36278537, 1
67.39593132, 0
67.39614703, 1
67.42929246, 0
67.43154687, 1
67.46469310, 0
67.46583959, 1
67.49896756, 0
67.49914829, 1
67.53227581, 0
67.53841091, 1
67.57154123, 0
67.57248886, 1
67.60561647, 0
67.60585458, 1
67.63896873, 0
67.64071516, 1
67.67382903, 0
67.67404798, 1
67.70716190, 0
67.71003272, 1
67.74314688, 0
67.74338556, 1
67.77650996, 0
67.77672668, 1
67.80984932, 0
67.81156276, 1
67.84468631, 0
67.84491128, 1
67.87803522, 0
67.87892113, 1
67.91204370, 0
67.91250917, 1
67.94563132, 0
67.94582691, 1
67.97895551, 0
67.98034604, 1
68.01347458, 0
68.01365357, 1
68.04678220, 0
68.05258904, 1
68.08571700, 0
68.08832839, 1
68.12145707, 0
68.12177424, 1
68.15488855, 0
68.16055909, 1
68.19367376, 0
68.19388067, 1
68.22699550, 0
68.22876735, 1
68.26188154, 0
68.26283342, 1
68.29594658, 0
68.29613989, 1
68.32925400, 0
68.33616825, 1
68.36929551, 0
68.37119857, 1
68.40432053, 0
68.40483990, 1
68.43796231, 0
68.43927030, 1
68.47239470, 0
68.47268908, 1
68.50582876, 0
68.50747433, 1
68.54061255, 0
68.54263015, 1
68.57576403, 0
68.57604914, 1
68.60918252, 0
68.61134977, 1
68.64449821, 0
68.64521460, 1
68.67836745, 0
68.67862608, 1
68.71177363, 0
68.71234392, 1
68.74549334, 0
68.74569250, 1
68.77884197, 0
68.78047373, 1
68.81363448, 0
68.81384032, 1
68.84691843, 0
68.85140955, 1
70.17933070, 0
70.17953247, 1
70.21267178, 0
70.21338696, 1
70.24654738, 0
70.24672825, 1
70.27988128, 0
70.28007814, 1
70.31322518, 0
70.31683778, 1
70.34998582, 0
70.35020689, 1
70.38335321, 0
70.38618935, 1
70.41933553, 0
70.41954957, 1
70.45268146, 0
70.45328319, 1
70.48641482, 0
70.48841875, 1
70.52155725, 0
70.52174519, 1
70.55488386, 0
70.55904452, 1
70.59235532, 0
70.59260474, 1
70.62571805, 0
70.62777448, 1
70.66089716, 0
70.66287559, 1
70.69600422, 0
70.70045480, 1
70.73356933, 0
70.73377894, 1
70.76689423, 0
70.76712340, 1
70.80023734, 0
70.80312491, 1
70.83623815, 0
70.83646903, 1
70.86958337, 0
70.87157540, 1
70.90469028, 0
70.90770944, 1
70.94082305, 0
70.94100709, 1
70.97413531, 0
70.97556527, 1
71.00869445, 0
71.01021339, 1
71.04334157, 0
71.04357211, 1
71.07670055, 0
71.07911573, 1
71.11224373, 0
71.11255036, 1
71.14567372, 0
71.14899052, 1
71.18211362, 0
71.18315264, 1
71.21627525, 0
71.21651811, 1
71.24964093, 0
71.25396827, 1
71.28709155, 0
71.28729053, 1
71.32041345, 0
71.32062180, 1
71.35373545, 0
71.35441012, 1
71.38752436, 0
71.38773500, 1
71.42085100, 0
71.42106369, 1
71.45419139, 0
71.45440070, 1
71.48752868, 0
71.48775760, 1
71.52088504, 0
71.52109110, 1
71.55421970, 0
71.55443713, 1
71.58758267, 0
71.58778427, 1
71.62092954, 0
71.62113098, 1
71.65427671, 0
71.65460619, 1
71.68775167, 0
71.68794948, 1
71.72109597, 0
71.72129922, 1
71.75444458, 0
71.75586593, 1
71.78901136, 0
71.78923576, 1
71.82238206, 0
71.82259942, 1
71.85574533, 0
71.85742108, 1
71.89056672, 0
71.89077304, 1
71.92391837, 0
71.92558441, 1
71.95873005, 0
71.95894367, 1
71.99208952, 0
71.99255338, 1
72.02569937, 0
72.02725694, 1
72.06040265, 0
72.06146822, 1
72.09461399, 0
72.09480748, 1
72.12795227, 0
72.12813284, 1
72.16127853, 0
72.16145364, 1
72.19460001, 0
72.20024904, 1
72.23339501, 0
72.23415603, 1
72.26730366, 0
72.26753285, 1
72.30067947, 0
72.30112739, 1
72.33427288, 0
72.33604446, 1
72.36919033, 0
72.37130542, 1
72.40445610, 0
72.40465133, 1
72.43780282, 0
72.43802876, 1
72.47118042, 0
72.47252635, 1
72.50567928, 0
72.50647993, 1
73.47620650, 0
73.48013704, 1
73.51328338, 0
73.51387557, 1
73.54702705, 0
73.54724257, 1
73.58039361, 0
73.58317227, 1
73.61632316, 0
73.61760322, 1
73.65075586, 0
73.65100602, 1
73.68415768, 0
73.68436720, 1
73.71751312, 0
73.71771326, 1
73.75085967, 0
73.75154698, 1
73.78469235, 0
73.78488718, 1
73.81803341, 0
73.81825185, 1
73.85139871, 0
73.85266860, 1
73.88581520, 0
73.88602759, 1
73.91917326, 0
73.91938284, 1
73.95252897, 0
73.95278215, 1
73.98592855, 0
73.98611200, 1
74.01925865, 0
74.01985048, 1
74.05299641, 0
74.05320929, 1
74.08635510, 0
74.08654239, 1
74.11969062, 0
74.11990295, 1
74.15304882, 0
74.15327593, 1
74.18642270, 0
74.19008287, 1
74.22322846, 0
74.22344027, 1
74.25658615, 0
74.25864967, 1
74.29179541, 0
74.29272727, 1
74.32587216, 0
74.32605609, 1
74.35920208, 0
74.36794832, 1
74.40109572, 0
74.40128819, 1
74.43443374, 0
74.43615220, 1
74.46929823, 0
74.47040014, 1
74.50352827, 0
74.50372568, 1
74.53685388, 0
74.53720725, 1
74.57033566, 0
74.57054059, 1
74.60367108, 0
74.60431618, 1
74.63743124, 0
74.63803578, 1
74.67115412, 0
74.67182582, 1
74.70494235, 0
74.70518248, 1
74.73829763, 0
74.73855060, 1
74.77167490, 0
74.77189773, 1
74.80502161, 0
74.80529150, 1
74.83841626, 0
74.83863917, 1
74.87176363, 0
74.87240017, 1
74.90552488, 0
74.90574160, 1
74.93961797, 0
74.93989515, 1
74.97302488, 0
74.97328131, 1
75.00640986, 0
75.00698102, 1
75.04011005, 0
75.04031096, 1
75.07343967, 0
75.07479768, 1
75.10792870, 0
75.10844590, 1
75.14155984, 0
75.14176019, 1
75.17487501, 0
75.17508732, 1
75.20820077, 0
75.20845258, 1
75.24156770, 0
75.24175839, 1
75.27487310, 0
75.27508042, 1
75.30819421, 0
75.30840654, 1
75.34153565, 0
75.34185200, 1
75.37497467, 0
75.37516748, 1
75.40829158, 0
75.41276862, 1
75.44589355, 0
75.44652675, 1
75.47966553, 0
75.48110244, 1
75.51424170, 0
75.51640854, 1
75.54954086, 0
75.54976685, 1
75.58289885, 0
75.58311442, 1
75.61626095, 0
75.61855939, 1
75.65171201, 0
75.65190854, 1
75.68505451, 0
75.68802076, 1
75.72117031, 0
75.72313517, 1
75.75628518, 0
75.75649465, 1
75.78965425, 0
75.79761305, 1
75.83069582, 0
75.83133369, 1
77.00620858, 0
77.00639847, 1
77.03961806, 0
77.03980547, 1
77.07459581, 0
77.07688617, 1
77.11003858, 0
77.11103399, 1
77.14418151, 0
77.14439233, 1
77.17754014, 0
77.18135729, 1
77.21450331, 0
77.21613137, 1
77.24927752, 0
77.24945339, 1
77.28258530, 0
77.28781232, 1
77.32094422, 0
77.32112604, 1
77.35426410, 0
77.35448554, 1
77.38762438, 0
77.38875689, 1
77.42188564, 0
77.42243884, 1
77.45555322, 0
77.46052455, 1
77.49364745, 0
77.49392220, 1
77.52705074, 0
77.52725603, 1
77.56036925, 0
77.56096398, 1
77.59407753, 0
77.59435010, 1
77.62746482, 0
77.63125325, 1
77.66571126, 0
77.66590544, 1
77.69901842, 0
77.69922769, 1
